Name,Pw,Money,Age,Rate,accNum,keyID,keyMoney
ZVdsd2NtNXpVWkJNUEROUEJR,579659ca3295dcab1a024a89036c9ab156f885245d7c9162e5561f7b139cc9ec,TVRJMk56YzFNd1ZBRlNUWUJS,62,2.5,1651-9239-8529-1998,UZBMPDNPBQ,VAFSTYBR
YTJ4MWRHVnFHTEJaVFBRUFhZ,1b6ede624adf7c024bd8e37b9d79c690536a25b362bbed8a231a625da0df77e0,T0RNek9ESTBNVEFDS1pCRklP,54,8,9856-9690-3796-7305,GLBZTPQPXY,CKZBFIO
Y1hGMGVIQnFVR0lNVEZUQlFC,41cd5ff2d6d0b4ff0024d2aff1e52cdbe7d75905a73a3e8de56af6be1ab467fa,TVRFd01qUXdNRFVLTVRNQkRZ,67,7.6,5729-6607-6177-6712,UGIMTFTBQB,KMTMBDY
YTJwMWFXSnpIVUhFUlFJVUZY,b9bc81c227819f28a1d524395bff0ea8c3d9416529ebd536f29ba8f615cc7241,TXpRek5UQTBPRGNJSlBHWFRJ,45,5.3,8921-2833-3613-6327,HUHERQIUFX,IJPGXTI
YkdsbWIycDJDT0hUQ0VBUUtF,ad9b17dbefa4daa77eafdf6c02e78621f71c5bbef4a9ba14c62e4b9b2d38b99c,TWpFd016UTJOVE1KS0tUU1BV,53,4.3,8756-2768-6381-2461,COHTCEAQKE,JKKTSPU
ZVdOclpHeHVLSVRHT0ZPQlVK,70f5337412299112c972a1c0b2f6dbac9144b511fc8a63707d792f229694757e,TVRVM016UXhOelVQUUpTWkdZ,24,4.4,9777-9278-1710-7315,KITGOFOBUJ,PQJSZGY
ZFdsdGEzUmxDTkdUT09YU1ZJ,5300fbcc9ad9e5043deae4f49184f75063aedc9a8e92a9db19818a12d2115968,TXpnMk9UWXpOemNIS0tDSk9C,59,1.2,1762-9750-8801-3157,CNGTOOXSVI,HKKCJOB
ZDJScGFucGhFTFdGVERISU5P,757873e2192cef693ec9e4dd907f048b97a346ef98e9563d5615d261afe2633d,TVRRNE1EWTNOelVIWFNSVEhX,26,1.7,7717-7745-9968-1180,ELWFTDHINO,HXSRTHW
Wm5oc2IyTm1EVVlPQkZQSU5Y,bcbb142c3a2334497273bfab3c128befbe0a7122c70e41bba72901d9c20649aa,TmpFMU5UYzBNakVBUkNDVEtJ,69,5.4,2931-7605-9882-9178,DUYOBFPINX,ARCCTKI
Y21oNmRXaHhXRUZDVkNWQldE,d47a937ecf46c7ed3b2ffd57fd7139caef38a6fdb8d1608426269f15a475617b,T1RjME56WTRNelVaWVdXRkhC,21,7.8,7284-2612-8875-9460,WEFCVCVBWD,ZYWWFHB
Y1hGcmJXMXVPRlBDWkVTQUJJ,331391386ef1e0bebdb0593cb9edc0c5286133277f1d2c2991a1374baf11d9aa,Tmprd05EQXlOellPUVlLWk9J,35,7.2,8576-7050-1016-7476,OFPCZESABI,OQYKZOI
ZG5SbWNYcHdHS0ZRSkVaQ0hW,1514f51f1ac0c113012f6b5fce6ee083219738ea01085d9d91a884b48e22c83b,TmprNU56UTRPRE1YVUZUU0VE,21,8.7,2235-8249-3705-6278,GKFQJEZCHV,XUFTSED
YkdGbmRtOW9KUkNSV1lBRkZS,f8ad3d60737172229d077810224cf7ac29ac24ca3031d37d582969ffc744b166,TlRJeU16STRPRFVTWFhUTE9M,64,1.9,2549-8716-1952-5131,JRCRWYAFFR,SXXTLOL
WldKMFozRndWVFVHUFlWR1VT,c1d0ccc56a5025d0e8dd348572dd18e83d220d51e0790269a1ecdf5ebf6cea6b,TlRJeE56Y3pOQVJPTE5HUFVT,56,2.5,4015-2135-8710-3639,VTUGPYVGUS,ROLNGPUS
YVd4eFluWjNOS0ZUSFBDR1RD,637a94f89b5302504d14c85c1fe54ed721838cca0727e5ac68b3e27e81295ab3,T1RRM01EUXlPRGNYTUxLTUNQ,63,2.2,3934-1855-5085-6879,NKFTHPCGTC,XMLKMCP
Y1d4bGEzUjZUQkVYSkVZUUVO,3022c6d625a7cb24e351915128afee2d375a7d998ad3f8439919e225fa16a864,TlRnMk56YzJNalVPR0NKQlZG,57,5.3,4862-4842-1615-3873,TBEXJEYQEN,OGCJBVF
ZVdWa2RYTnJLVkNRU01ERUxN,572f28db67eb0f3f205c15bbb4691148d0d032f2b33b0390be1b3bb79ee3f6b4,TVRRM01qUXlNekFGSVBGV1VN,49,5.1,2936-8183-7215-4100,KVCQSMDELM,FIPFWUM
Y25CamNIRnFMWFBIV1FVSlRJ,f1c879e03738b3d6179cc38c2baf433677e11b35b4e178768e87a52abb409981,TkRnME5qWXlPRFFIVVNWQVdG,24,5.2,2902-7852-6570-7978,LXPHWQUJTI,HUSVAWF
YW1sclpHdHhVS1ZLRExMU0JT,fca2676092afc2e2632ad065b85372ebf5452e7eaa8787e025358f510e44ffff,T1RBM09UUXdNamNKQ1NRWUhQ,51,4.6,3073-6573-3080-9978,UKVKDLLSBS,JCSQYHP
ZDNkbmVubGxBSFlTQUVMQUpM,d2279eff062e27605538cf5cd4a08b734c01d0c2fdfc0669de933178c1e0eaba,TXpFMk5UWXlPRFVBWUdXVEJB,27,5.4,9613-7563-9780-4785,AHYSAELAJL,AYGWTBA
WTNwNWNXWm9MSUpRUUFPWE5Z,7afc5c45c1ed433ef3030b64c1e76cba91f7f4d4845df9336215990c83774b14,TVRjNU56UXlOemdZRU5DSE9B,31,6,9258-1413-7514-1200,LIJQQAOXNY,YENCHOA
Y0dGbGFuQjREUVBCRE1EQUta,4ea896f2c2352e47394327f513118eb4db2d8a793cdf4b3ff152381b809c9cb2,TXpneU1qa3lORGtFVUlWUUlG,77,6.6,7079-6978-3185-8037,DQPBDMDAKZ,EUIVQIF
ZDNWemJXWndFSFlHVFlFSVpF,938bfabc3e6faf74b495ed93ac46ad39acb63f3ad3165a1833adf7ae32b5a2de,TWpJek1qVXpNVGdMWUhKUURV,35,2.6,4331-8459-1186-1695,EHYGTYEIZE,LYHJQDU
ZG5KeGQzQjVNT0VZQkhIRkNJ,28be489d5bee54d22d691bf5ed44b163ade03a26cb69f7caf776b313da8b7652,T0RJeU9ERTRPRFVGQ0ZKSlFV,39,8.9,3918-4602-3869-2271,MOEYBHHFCI,FCFJJQU
YjJOdWRXZDNNQ0xTWlZUUVdV,19ea23f456dfb055cfc94931262b3db10011cf623e9a5e79ad3377fff8c25de6,TkRZd01ESXhPRFVMSURNUFBP,48,7.9,8152-3866-2408-3166,MCLSZVTQWU,LIDMPPO
WW1acmEzZHdYS05UUldUQUtB,9de6b31bfe8d27f27189841682520ae94fd790987b423f83613f3d84f0a7f604,TVRFMU1UVXlOalVZU0RVT0pB,24,5.8,7964-7847-5287-2454,XKNTRWTAKA,YSDUOJA
Ykc5cWFtZHBXTUVWRkdESFBX,3a906060e7cf58876ad8c6f866994f77e9ee960efbc2065959239aadf11808b6,TkRNeU1UVTVOemNHS0ZVUE5F,68,5.9,2989-1730-5978-8953,WMEVFGDHPW,GKFUPNE
ZW5sbWFYbHNJTEdXTEZWRlZQ,36607400289815524d18ee5f196c1e5d7b3d725fe49ae3619dfad06915af1a77,TnpBd016TTVNek1BWFRPSlpY,63,6.1,2179-5539-5137-9861,ILGWLFVFVP,AXTOJZX
Y0dGNlptaHZNQUVZTlJZSUhW,28b87bfb60bfb68aa79430556565bcf87c2ca6341b296cb3fbb08e4bbdeb1e7e,TVRVeE1EazNNRFVZSURYTVNX,75,2.8,5908-8673-1034-7879,MAEYNRYIHV,YIDXMSW
WkdscFlXUjZWSE1IRVJVU1JO,d640a092e25fc09ba59af314340fcd99458298cb14c4628ba61c2a5b62737e47,T1RFeU5qUTBOVGNIQkdPV1RS,20,8.7,1829-4782-6941-5382,VHMHERUSRN,HBGOWTR
YzJocGRtVnNRS1pBTVZUSElQ,94973781834f73e46ea9928caf515709c8c1a45e75a2627e0990f1478830b1d9,T1RFM09EZ3hORGNISUVWSEdJ,54,8.4,8522-4669-7606-3170,QKZAMVTHIP,HIEVHGI
ZUdkalluSjFZU1FDUlNOSVla,dcc3762c0b60a9d44e5d73c216e0eaeb88bc7613b2e82882e60cee5b486822b7,TXprek1UQTRPRFlXQ1FTQlVH,53,1.9,6030-8560-9495-2699,YSQCRSNIYZ,WCQSBUG
ZUhwMGNHeHFEVlZCTElHR1RI,4a2c932a62342512e7c45f5fc073385613019c4b3be64a9962db62ad336cc35e,TkRJM016Z3dNRGNJWVNVTUtD,35,5.3,7995-4763-6177-3932,DVVBLIGGTH,IYSUMKC
ZVhaM2JXOTFJVFpHRUZSVE9U,fa01cb6189cdd002ef9ce2f726a837ab88731292754aa8fffd4821019c90180d,TkRVeU9ESTJOalFOV1FUWU9V,36,5.5,3981-5279-6146-1936,ITZGEFRTOT,NWQTYOU
WjNWdlpXdG5CWk1US05FRUJX,e2a7712756dc7fbb3287fd6607be6ea8c20c0155d6387d3d45d3e526ed2f78b1,TkRBeE9UQTNPVGdHWExHWVZR,73,7.6,2889-6103-9898-8401,BZMTKNEEBW,GXLGYVQ
ZVdSd1pHeGlETldCSEtSTEdY,c12e662d46fe423803c501e432e1a6fc66fd67c94086634299ee3182d3565209,TXpBME5EVTROelFQQ1VJWUxG,71,2.1,6644-6963-8332-2636,DNWBHKRLGX,PCUIYLF
ZVhKdWJHTmlZS1FETFFOUkJU,9a7ceed70c07c42a6982de4d1f5dea81267166ba5711251f8dbc568e12dc1e93,TlRBek5ERTJNemdYVEpIRFBO,78,1.4,1156-1981-1634-3197,YKQDLQNRBT,XTJHDPN
Y21SMWJuQnFNTFRRR0tVV1BO,4438da6ab506dc4c12ba77de9a975a153d061192e659d5dfcdd08b7f777848c9,TlRnek1EYzJOekFDSkFZWEJW,72,5.9,5149-2433-2219-5402,MLTQGKUWPN,CJAYXBV
WkdaemJtdDRYRkdNQUNORExY,840d2f9ad878a10d8a1fd004d29eef36b7272b3d5e1b3bb06808732755e27b2a,TWpnMU9ERXpNQUZLSU5ETEVB,59,1.6,3173-6463-4801-8795,XFGMACNDLX,FKINDLEA
ZDJOMFlXZHFVRExKUkNTUUhE,bf1c8d6b0c53285c39c31ed6a5e52b68eb6fe64b905b322419d0a129a7b647f5,T0RVME56RTROVFVZQkFJRkRZ,51,3,4629-9600-6475-1724,UDLJRCSQHD,YBAIFDY
YjNWc2RtUjBYUEhSWVdKRFpJ,99bcf15331fd16a0797a053117a2695bdd8fe5659f77d79816f27e5e92c3a7a3,TVRVd01UWXpNalFTQllOV1BH,57,3.7,5193-1671-8915-9805,XPHRYWJDZI,SBYNWPG
WVdSbWRXeHBXUUNLWEtMUVRY,3fd52526c84486523bca614d4940bbe63e7e5e265933f005bf7e97a0c1fbbe5e,TXpjeE1Ua3dNRGNEUFFEQ0ZN,79,4.6,5613-2352-3154-8794,WQCKXKLQTX,DPQDCFM
WTNweWJXZHpaS0hGRVVWR1JZ,52e0181e5bb5645b862838cba15f70fd9e0d6bff98efd41fa219979bdfc08932,TVRJd05EQXhPVFlFREZTQVpC,73,8.2,2905-4124-5671-3376,ZKHFEUVGRY,EDFSAZB
YzJaNFlXOXdBTFFKWElQWVRS,d21857d25c7796c3de78135b6b75337799639bdd05ada76c8a3b0a3f83e3f58c,TkRnNE1qUXhNamdGUU5KR01T,61,1.5,6803-2805-4038-2222,ALQJXIPYTR,FQNJGMS
WTJGcFptNXJJVUVYV0pSTlFX,396177efd5f6a183e342d12670cb0c3df3026a4ca345edb24760112360b0c152,TWpJeU16STFNamNHUkxPSkhG,73,6.3,1777-5638-3038-9380,IUEXWJRNQW,GRLOJHF
YlhCc2RYZHhQR1FCVUpaREVU,d71e52ddf62291ddf5e1644bb7ecd19dcabcc0b4c0987ff03cb84a7fe6370675,TVRJMk1qZzROekVGR01ESUtI,57,3,5759-8715-9693-6283,PGQBUJZDET,FGMDIKH
YVdkbWVtUnhRVFhKUFFZSkdM,efe273346843d0592fb60e077913f980121336cc02829a67dc4fc97500f92fa2,TlRFeU1qQTJNamdUU1hYTkpU,26,8,8449-2745-2416-1710,QTXJPQYJGL,TSXXNJT
ZDJGcllYTjZCQkFIRVJLSFJB,58175cd7480ff3ddc064649e28ef349eaf86ab973ac474effdd58be4a5dbed45,TlRReU9EQXhPRFlQSEZKRlZP,79,3,9671-5391-9960-4303,BBAHERKHRA,PHFJFVO
Y1dsMGJtWjFUTEJKUVRaQ0NY,fe9b9771f54c6974c5f5464a5ac72c99eeffb811d02eee605f44f01024f09ab0,TVRneE5USXlOVFFERVFHQU9X,36,6.6,1517-3884-2644-2600,TLBJQTZCCX,DEQGAOW
ZW5ac2MydDNEWVRXV1JNSUdF,f040cf1adc0b92c4802f998cb514e283ae27e8a56f6ca47c01018b655dcf4b93,TlRRek56YzRNemNRVUFaQ0ZE,75,2,5095-7940-8095-6543,DYTWWRMIGE,QUAZCFD
WjNWemIydHFGSkRZQkhIRkdM,2e3dd76c1aaf80d0feca69e7dcd76f943efaff0d95d2c678a3e409082bf12740,TXpRMk5UWTVNRFFKVkJZTVpa,25,5.5,9227-4190-7817-5698,FJDYBHHFGL,JVBYMZZ
WVdGcGVXbHZJQkpYUFFYV0NT,e27ab7bc7364c27da53e305633fd5328771eebf130ff3816682a76b6d5cc911c,TXpJM01qWXlNVE1aSEFWWkFV,28,6.3,4835-4672-8386-5727,IBJXPQXWCS,ZHAVZAU
YUc1dGFuSmhZUVFUWkFOS0JO,b6c524f57128eede2d5167ad544765c4af9e2066b2296345aa13bae223970318,T1RjNU1qUXlORFFQREdJUlVF,75,7,7228-6649-8259-8281,YQQTZANKBN,PDGIRUE
YTNCM2JYVmxLRlJTVklTTU5Q,bca1d5e825ad81da292717dfc6fe52fcea05f599d733b1183610aa7a3b5d7c24,T1RFMk9UVTVOemtXRkJETEJC,41,7.8,1948-3546-9221-4754,KFRSVISMNP,WFBDLBB
YVd0MGVuZGlUUUxPR0lZV1JN,3272ddbe5fcf9e90fb024c0d960c30d6a48ff92fd4debf1be5bf0c316a9e3fde,TVRrMU9UWXpNekFDUEpZRUNC,66,8.9,5176-8538-6448-9407,TQLOGIYWRM,CPJYECB
WTJGM1lXSm1JWE1PT1pSSkZC,e9a3bba422135da40cda6f754b2def20c24605173f330de19f6f0f322cc44848,TmpjM09ERXhPRFlEUUZFRllH,48,2.4,4546-6958-2105-9802,IXMOOZRJFB,DQFEFYG
YW5samJuaHFEVFZRTVJNWUNM,8e4cd68dc265c1e6f8d5b933aff3449341cbb5150f8cfd393b5f7c0dc3d31284,TVRBMU16Z3lOekVXUVBZTkRF,30,1.1,8024-4584-6992-5184,DTVQMRMYCL,WQPYNDE
ZDNSMloyRnhJQktDRE5LRlda,0dc5af6f2980a7dfb1cfac320dc6fb591d59607413ce5427087f7f3da58716d7,TlRJNU9EQXhPRGdQWUxMQk9U,47,4.5,1483-4498-7967-2584,IBKCDNKFWZ,PYLLBOT
WlhoamEzRjNJV05MUE5OT0lP,03f3f7c99d00862b691cc5d53e6cfc186e7fce75e18db2abfccaf3d754a77d6b,TnpJeU9EQTNPVGdJV0RWR0tR,71,4.7,6546-6968-8998-5579,IWNLPNNOIO,IWDVGKQ
WjNSNWJYZGxLQ1BSU0dOUEdQ,73e72ccef9006092603b5ef88ee1a64fed87ede034a330bf642229d1a6bb3608,TkRVMU56WTRNVFFCRURJSEdF,36,5.8,9824-3626-2010-6429,KCPRSGNPGP,BEDIHGE
ZDNkNmMzUnFZRENPVFVLV0dR,176e9e678a2b6f7228363e3ffc74cdc48f7cd2d3d9948e3c49e5045b87446743,T1RjeE5UazNOQVRZRVhPTFFJ,76,5.3,4414-7384-8870-1045,YDCOTUKWGQ,TYEXOLQI
Y0hocGFucDRSTUpCRUFKWUxH,a4c9f4d969e738a4a7fdf70517369f115f8d639a54438f65c6ac4aace1fd0774,T1RVek5UazBNallLVlhIUlZW,69,8,4549-8326-2253-7570,RMJBEAJYLG,KVXHRVV
Ym1WMVpuUnBPU0tMVlJIQ01M,33a8231212b37c6a89e1c40e92ec7c5d0de8d47541a27f738a5fd3c8d8817943,TkRjek5EY3lOeklZWVpZVldP,40,1.2,6187-8766-7912-7840,OSKLVRHCML,YYZYVWO
WW1KeGQyeGxITk1XRFJVR1pG,aab7eb2a2a8f89775235a05b1eb13ff32cf199931fe21011b92a0fc8a73d2ad9,T0RVMU1ERXpNakVITE9TSElL,51,1.4,5332-2784-5243-1723,HNMWDRUGZF,HLOSHIK
WjNsc2EzQnVWUlhRQkVSVEhM,8bbc27a6c646ea13932601210d3fb0f73f69edca1d68d9409e6e3d0f6608ca5b,TkRZek9ESXhNRFVZS1VCVFBP,31,3.7,2062-5764-6578-1146,VRXQBERTHL,YKUBTPO
YTJad2VXaHpCRkpaR1ZDUUdS,e63c290a516b0dc74d542a973a7842ad2f35efc91f55bd5d8ee619060fb9680a,TnpZek16WTJPVEFUQk1DVEFO,63,3.2,7972-7968-8212-7869,BFJZGVCQGR,TBMCTAN
YVhkemJtdGxXR1VQQk1QTkxQ,be7b9c5f82d784fdd00dc7b15629db3474e15fc16a006f1fecf5577f22dd7103,TnpJeE1UY3hNVE1aSEFRVERM,40,5.6,9507-1175-2874-8722,WGUPBMPNLP,ZHAQTDL
Y21waWFXbHZMS0FHV1hDTFpU,cb3e9f3eb8a394d63399c85843b3a85199920828d2c132f37a07c0e110935d0a,T0RJM056Z3lNallRQkZBV0JR,62,8.9,8420-4508-5169-1103,LKAGWXCLZT,QBFAWBQ
WkhkMGJtSm9GREtKQ0pDRFFC,79c469e50d836f5221ff390487778d7d5e77964fb290fcdc8a8b6605b10e7849,TmpJd05UY3hOQVlOVU1HVlBN,64,7.5,7641-2605-6344-3181,FDKJCJCDQB,YNUMGVPM
YjJaaWQyNXpXUk1aQVFDVExZ,cd6c7fa8cb1ed9b2dd75f82feb3ec6ff9fcc786ae354b506756624cfb2d3232f,TWpRM09ERTJOVEFUQ0VLWFNN,63,8.7,8040-7671-7066-2820,WRMZAQCTLY,TCEKXSM
Y0hWMFlYRjNLRkJOSk5EQ1FE,0c95c3e707759db606bc4e1bb596f495576ea8f76ada2b5deab53477338b324e,TmpjM01UQTBNVEVCUEVOV0ZD,52,1.9,8318-8735-6990-5793,KFBNJNDCQD,BPENWFC
ZUhacWQyNTVUVUlXWElMSlha,a20f70d3ead47101d524228fac2e55354ad9480b01eb01b8fe958c7fa9523e97,TXpFNE5qZzFORE1FS1FIS0lI,47,8.8,5116-5964-3641-3020,TUIWXILJXZ,EKQHKIH
ZDNKb2RtbHhETUZZWEhHQVpR,14ebffd4ae32a1f74f21f8174eaf831aab01ad9544feab657d3e89aa85a6f7e7,T1RnNU1qWTBNRE1GQkhKTE5H,39,4,7557-8404-8351-5004,DMFYXHGAZQ,FBHJLNG
YjJwdVkzUnpJQkRZQlFSSFFR,1e8b7a82167461623c4bb9de4242c94473c142840c5c7417625a1a16cc70993c,TnpjMk1Ua3hOellXS1FMSVNU,53,7.9,3361-8446-4147-1340,IBDYBQRHQQ,WKQLIST
ZG14cGRYZHlYTUNTWE5TVVdW,8de9f53d57693d03deff46f5874ea41f98c8cd9696d4abd8b817ea86b1209be5,T1RNek56azRNVFFBWkJUSkVR,29,4.4,8183-8218-4144-2860,XMCSXNSUWV,AZBTJEQ
ZFdscmRIWmlXREVaSE9FSUVQ,5a61a1cf81b9f4337009e36f3a0f725245eea9e5df2201cb02e31f22216e5419,TmpjMU16TTJPRElXQU5MQUVI,59,3.2,5132-1406-6529-6968,WDEZHOEIEP,WANLAEH
WVdkNFptNXpCVFJKVEhYUEZG,6f68b0cfa9117b9d68406a36a8326cd48291e4dff6600d0fe2ec84851db46151,TWpVME5Ea3hPRGdZTFJKUVdE,34,2.6,4723-1827-4342-6708,BTRJTHXPFF,YLRJQWD
ZDJKM2RHaHpVSlVJS1VQVlVT,4763f4ff03524ad8545fe73dbd46e59ba9fc1029dc75484ab9b0e5cba72d3528,TXpjeU1UazVOemdCTE1OWUJB,58,1,7537-2559-4677-4240,UJUIKUPVUS,BLMNYBA
YTJOdGRtVjBGQklNQUVVRVlC,45f588cd1c717d31d4f53c30bf290b6ff347c406ffb1362f57ab46825b68d8b2,TkRBMk9EQTFNemNGS0pLWUNM,68,7.6,7519-4870-1202-3655,FBIMAEUEYB,FKJKYCL
YW14bGVYSmpFUktRVFZSQlFN,a5943b0d9ab573a2d9fd44ead1cd0158b82fd2c6ed5fcd5d200f59b1e51a6999,T1RFd05ERTJOVE1DQUVaVVpZ,63,3,7260-3419-1996-9172,ERKQTVRBQM,CAEZUZY
YkdkcFlteHdORFhBWlpVUlBF,b12775512348b9d9a4d0b5a013bd96e6809a7302627ff4ebfad5cdfd17492cab,TnpFME5EVTBNREVUUVJOS01B,55,7.1,5775-7363-1606-3183,NDXAZZURPE,TQRNKMA
WTNkaFlYQmxGTkRXT1pJT1BL,3a0a9a8ffe0196d1a205b607ae492b6c7b5f56ac914de547bd5dbe2249e625e7,TkRFM01qRXhPREVIT0ZVRVdL,24,6.9,3060-5721-4241-3064,FNDWOZIOPK,HOFUEWK
ZW5WdGJtOXlWU1BERkhVRlNQ,71ac1a53e3f76910b9178cef30382491328e3ad4e450e20df1c467ff384533c5,TkRZd01UZzRPREVKQVNMQkVT,28,4.5,4312-3171-1429-7436,VSPDFHUFSP,JASLBES
ZEhob1oyeDZDRENJWlBaUVpI,9e90e6c3715fab7ab6d34defb774d97da353ca2232ed7c10605ffa715a489230,T1RFNE5qTXpPREFMTVVYWlBE,42,1.7,8324-5136-5025-7139,CDCIZPZQZH,LMUXZPD
Ym1wNGMyeGtFVFhBQUlXRlZF,623d4a75dad1f0391c09a32f14c34d9e5b05bcddfb8a4ac0187e4053fd2beddb,TlRVd01URTJNVGtFU0RFRU1X,24,8.5,8795-7659-5003-1729,ETXAAIWFVE,ESDEEMW
YW5ONGFIWjZRWkRURVVFVEtW,17c96d8d29a7e13e90620574687bb38c5d1947463d1d5c2365760c98acba8e0c,TWpnMU56TXpNUUVSVlRDTURW,71,1.3,8069-7539-4230-8638,QZDTEUETKV,ERVTCMDV
Y1dSd2QyWnRHTlRZTkNLTEtO,80d195218680d2d4accc544c444692f14ff87f4b2ef6ddfe4578c2bbc7620f3f,T1RZek9UTTNNVFFCTEFNV1BL,43,7.5,4741-6715-3413-6634,GNTYNCKLKN,BLAMWPK
YjJsaWVYaGpSU0lFS1FOWk5H,7fa7845590ec36b6eebebd08f73d9a9cf4f7d7d1f0ae1cc59ab284ec80e3618e,T1RjNU1EZ3lNRGtNR0tNU1JI,39,6.5,3267-3583-1936-7015,RSIEKQNZNG,MGKMSRH
YjNSNFltVm5SRldXVVFEREhC,e58c76af0ba647af29dbcfc046e79bd4a8555ae4d6c2cbbfcb7321f60288a7f7,TnpreU5Ea3lOalFJVUhGT0VQ,51,3.5,4276-9251-1630-7102,RFWWUQDDHB,IUHFOEP
WTJSeWRtUnlOTFdGVlVNVU1O,0375744de3cf67736b6ca83e0da1b4bd03cf9345f120838ebdfa8f248bd47103,T0RVeE1qazVNRFlaUkVCSVJU,28,4.4,4930-8772-4171-5308,NLWFVUMUMN,ZREBIRT
YTNKcmRHNXJMTkZVR1hOVE5X,6c712b6f003c7447a4953493eb774b96978fb7027cbb68a81c2c606b0cefd0ef,T0Rjek5EYzNOVEFOSldSRE5I,23,6.6,3635-1065-4937-5646,LNFUGXNTNW,NJWRDNH
Ym14dVpXUnNFV0FHWVlMUUNW,9d736480dafc77ccabd052c0f4c65f5c4651818f4e587362df33515ec3ee4c0e,TnpJd056RXlNRE1GVlRHVkhW,57,1.5,2352-3465-1293-8287,EWAGYYLQCV,FVTGVHV
WVdwblpITjZOUUpFS1JMUlBP,72e1a1247e9df88e4413cd05469cd2debcf5094fb4c7dc56fa9b35bf91d9f90c,TWpBd01URXhOallYQk9PU0tT,25,1.6,8742-1954-6397-1300,NQJEKRLRPO,XBOOSKS
WkhOMFlXbDRIWlpJWERJR0lU,6805e7814632726e8e5452960645cd0c61f41fae2a59683bf4103edd714b113c,TlRVd01URTRPVEVLWVNEVE1G,55,7.7,4072-9541-4092-9840,HZZIXDIGIT,KYSDTMF
ZVd0MVoyWjNHVk5VQ1hQV1hZ,bc85fe75b1f91608279bbe32ee98e7e42c8ea6d85960daf4fc08147d8c088473,TVRNME5USXpPVGtGQ0lSSFFO,27,3.1,6877-7921-6804-5931,GVNUCXPWXY,FCIRHQN
Y1hodWRtOWxTRUxCUkxJV1hS,65bce31a4630222b77183bc36f2e65518a655acc78daf28e4b7dd6f5357bab79,TlRJNE1EUXpPREVFT0hBUldM,24,3.2,6410-5693-2950-4233,SELBRLIWXR,EOHARWL
ZUhoclltUjBMV1lKRkVHQ1VX,279894b3f9e305c6ba11352f4d22583ca577ba2be0bb0584483252121b14a910,TlRnNU1UVXhOamNGWVVSVk5S,37,6.6,3608-7775-7566-7161,LWYJFEGCUW,FYURVNR
ZG1saloybDZLTVRJR0RXVE1a,348de1204540ca33b7816c1762406143dfb2fb53ff9b0b7af0765fead1dc1655,TXpFek9URTJNamtBT1dHREFQ,79,6.3,1648-8909-6517-6084,KMTIGDWTMZ,AOWGDAP
WTJwMGVHbHJYWFFCR0VYRlNP,bad85be203f53bd777c8f83acde6650d65f06fe55b863d39bbcd3f3066f20d6a,TmpZME1UVXlPRGdEVENGTVRW,80,4.6,7311-9367-5182-8274,XXQBGEXFSO,DTCFMTV
ZW0xNGFXWnRRQlFETk1XUUpV,65f76988bcd51836b6a2e5ed0c9dd0a2ab812941c23e339f40022eff6f8fdd8c,TlRnek1EWTVPVElBUlBESExT,70,2,7841-6149-9060-7433,QBQDNMWQJU,ARPDHLS
ZDJod2NYSmhNWVJDVVFYQllX,d753fe3b31d083ebddb51c4a35b388d7de805305084999d8aa0a2edcd0ea3c13,T1RZek5qazNOek1TR0dFRlBV,24,3.6,1072-6340-2065-3603,MYRCUQXBYW,SGGEFPU
ZUhKemVuWnVKRldWVU9RWk1B,2305769f5185b56aab47c810ac863a2efce055c561961cd9156e83b433f6d05e,TXpjeE9EVTJOekVQUVpRQkFP,52,5.8,7402-2438-5629-4706,JFWVUOQZMA,PQZQBAO
Y21SNFozTnJGS1VZTUtMR0tH,d1d0672e5a67b9384942823c930c59fb1b17170faa88ea39c6b7118b7b91793e,TWpVMU1qRXpNekVNRUdEUEdU,61,1.2,5982-5967-9905-1655,FKUYMKLGKG,MEGDPGT
Y21GMVluZHNISUhYVVNRV0pO,db462780f9d6ad9b7e54ce16d819451f850b40daba31cca5b30d0aa09bc59f4c,Tnprek16Z3pNVFFPSk5GQkNL,36,1,1569-4447-6690-5350,HIHXUSQWJN,OJNFBCK
YUdwblptcHhDT0NaUFdUUUhM,109a3d8c24a30e3fb4a224b8b516da21b32b53b18fe88e1a7cbfd38ce3c4a8e0,TXpRNE16ZzJNaklPQlRNVFJX,30,7.3,7302-5274-2181-1422,COCZPWTQHL,OBTMTRW
YldsbWJXaDVKU0xXS1ZQV1NQ,f3d31faeba115c8d340aca8ee6fcb662d48091f638ddb9182859b5f854679711,TnpRMU5Ua3lPVGdHR0lRTVRH,66,3.7,8723-3935-6088-7943,JSLWKVPWSP,GGIQMTG
YzNsMmIzWjRCU0dPSFdRUURU,cfb93a61c728d39b9d74935192f2fa5760240b73169e48c9e16ebcd08f6f8673,TVRNeU16TXpNellaUVpRV0RJ,41,5,9360-9669-4343-3160,BSGOHWQQDT,ZQZQWDI
YTNSeWFHdHlJWkhXTk5LVElZ,456a5efff91a3fc93e91e3425bed251bd78ec56064e9ab81128d24fa7675060a,TnpjME1qSTRPUVFaT1pUTEhG,77,2.1,9676-1143-7127-4601,IZHWNNKTIY,QZOZTLHF
